Date,Username,Role,Txn_amount,Approver
08/11/2022,rofb82,staff2,990,None
08/11/2022,jref66,staff1,2320,wzfl77
08/11/2022,cpzx65,staff2,560,None
08/11/2022,xmdf21,staff2,1870,None
08/11/2022,mpbs19,staff1,3020,lumu70
08/11/2022,zfvu73,supervisor,4620,sezj17
08/11/2022,mpbs19,staff1,110,None
08/11/2022,mpsc55,supervisor,4640,yvyl18
08/11/2022,efqu33,staff2,2420,dkhi21
08/11/2022,bjyo51,staff1,40,None
08/11/2022,qhti95,staff1,1950,None
08/11/2022,xmdf21,staff2,1500,None
08/11/2022,bnhh94,staff1,1750,None
08/11/2022,xqmh50,staff2,3480,zfvu73
09/11/2022,uxmh41,staff2,1070,None
09/11/2022,gdgx75,supervisor,4520,sezj17
09/11/2022,efqu33,staff2,840,None
09/11/2022,gdgx75,supervisor,4700,uiqh99
09/11/2022,rofb82,staff2,1180,None
09/11/2022,xqmh50,staff2,830,None
09/11/2022,xmdf21,staff2,2190,mpsc55
09/11/2022,gxej23,staff2,1390,None
09/11/2022,mpsc55,supervisor,5900,rixd63
09/11/2022,qxdm42,staff2,970,None
09/11/2022,mpbs19,staff1,2080,zfvu73
09/11/2022,jref66,staff1,710,None
09/11/2022,rofb82,staff2,1150,None
09/11/2022,pedi80,staff1,3730,zfvu73
09/11/2022,xqmh50,staff2,40,None
09/11/2022,wslg61,staff1,1310,None
09/11/2022,uxmh41,staff2,220,None
09/11/2022,ijfu90,staff1,2870,lumu70
09/11/2022,mpbs19,staff1,3370,dkhi21
09/11/2022,gxej23,staff2,3370,gdgx75
09/11/2022,okbq74,staff2,780,None
09/11/2022,qtez25,staff2,1290,None
09/11/2022,ijfu90,staff1,1610,None
09/11/2022,jref66,staff1,1490,None
09/11/2022,bjyo51,staff1,1180,None
09/11/2022,qxdm42,staff2,3850,zfvu73
09/11/2022,wzfl77,supervisor,5880,cicu11
09/11/2022,dkhi21,supervisor,4030,yvyl18
09/11/2022,zwtr33,staff1,2900,zfvu73
09/11/2022,bnhh94,staff1,390,None
09/11/2022,ijfu90,staff1,40,None
09/11/2022,wslg61,staff1,2540,mpsc55
09/11/2022,vfsx38,staff1,2160,wzfl77
09/11/2022,mxxg13,staff2,1640,None
09/11/2022,xqmh50,staff2,1900,None
09/11/2022,ijfu90,staff1,2470,mpsc55
09/11/2022,mxxg13,staff2,1170,None
09/11/2022,uxmh41,staff2,530,None
09/11/2022,xmdf21,staff2,1690,None
09/11/2022,qtez25,staff2,2300,mpsc55
09/11/2022,mpsc55,supervisor,4690,gzfk26
09/11/2022,qhti95,staff1,3390,wzfl77
09/11/2022,strx47,staff1,1070,None
09/11/2022,vfsx38,staff1,1170,None
10/11/2022,lumu70,supervisor,5180,sezj17
10/11/2022,gdgx75,supervisor,5250,dvgc74
10/11/2022,efqu33,staff2,1840,None
10/11/2022,efqu33,staff2,1530,None
10/11/2022,jref66,staff1,1550,None
10/11/2022,gdgx75,supervisor,6040,uiqh99
10/11/2022,jref66,staff1,780,None
10/11/2022,mpbs19,staff1,3950,dkhi21
10/11/2022,bjyo51,staff1,2070,wzfl77
10/11/2022,hsyd53,staff1,120,None
10/11/2022,qhti95,staff1,1140,None
10/11/2022,efqu33,staff2,2410,mpsc55
10/11/2022,mxxg13,staff2,520,None
10/11/2022,dkhi21,supervisor,4480,rixd63
10/11/2022,czmw12,staff2,2510,zfvu73
10/11/2022,czmw12,staff2,360,None
10/11/2022,vfsx38,staff1,420,None
10/11/2022,cpzx65,staff2,2430,dkhi21
10/11/2022,uxmh41,staff2,450,None
10/11/2022,pedi80,staff1,3680,lumu70
10/11/2022,cpzx65,staff2,3050,lumu70
10/11/2022,efqu33,staff2,1030,None
10/11/2022,ijfu90,staff1,1500,None
10/11/2022,gdgx75,supervisor,5950,yvyl18
10/11/2022,cpzx65,staff2,360,None
10/11/2022,efqu33,staff2,3360,wzfl77
10/11/2022,cpzx65,staff2,750,None
10/11/2022,wslg61,staff1,1290,None
10/11/2022,qxdm42,staff2,420,None
10/11/2022,gtbn39,staff1,3630,zfvu73
10/11/2022,strx47,staff1,3620,zfvu73
10/11/2022,xmdf21,staff2,3410,gdgx75
11/11/2022,mxxg13,staff2,1380,None
11/11/2022,gxej23,staff2,1310,None
11/11/2022,fuuk91,staff1,90,None
11/11/2022,wzfl77,supervisor,4950,yvyl18
11/11/2022,dkhi21,supervisor,5970,hxmk48
11/11/2022,wzfl77,supervisor,5430,sezj17
11/11/2022,gtbn39,staff1,2020,mpsc55
11/11/2022,zfvu73,supervisor,4850,sezj17
11/11/2022,lumu70,supervisor,4270,cicu11
11/11/2022,qhti95,staff1,2100,gdgx75
11/11/2022,xqmh50,staff2,1730,None
11/11/2022,jref66,staff1,2310,wzfl77
11/11/2022,dkhi21,supervisor,4910,cicu11
11/11/2022,mxxg13,staff2,2400,gdgx75
11/11/2022,zwtr33,staff1,1830,None
11/11/2022,zwtr33,staff1,3840,lumu70
11/11/2022,cpzx65,staff2,220,None
11/11/2022,cpzx65,staff2,2540,lumu70
11/11/2022,hsyd53,staff1,1650,None
11/11/2022,bjyo51,staff1,130,None
11/11/2022,gtbn39,staff1,1350,None
11/11/2022,uxmh41,staff2,1570,None
11/11/2022,okbq74,staff2,3510,gdgx75
11/11/2022,xqmh50,staff2,2420,gdgx75
11/11/2022,bnhh94,staff1,3080,mpsc55
11/11/2022,hsyd53,staff1,1520,None
11/11/2022,xmdf21,staff2,1290,None
11/11/2022,bjyo51,staff1,2020,gdgx75
11/11/2022,ijfu90,staff1,850,None
11/11/2022,efqu33,staff2,2970,dkhi21
11/11/2022,qtez25,staff2,1780,None
11/11/2022,qxdm42,staff2,1560,None
11/11/2022,xmdf21,staff2,2800,lumu70
11/11/2022,rofb82,staff2,1210,None
11/11/2022,gtbn39,staff1,2170,mpsc55
11/11/2022,xmdf21,staff2,1130,None
11/11/2022,hsyd53,staff1,3030,wzfl77
11/11/2022,gtbn39,staff1,290,None
11/11/2022,mxxg13,staff2,3560,zfvu73
11/11/2022,vfsx38,staff1,990,None
11/11/2022,mpsc55,supervisor,4550,rixd63
11/11/2022,okbq74,staff2,2890,gdgx75
11/11/2022,czmw12,staff2,2200,dkhi21
11/11/2022,qhti95,staff1,1540,None
11/11/2022,strx47,staff1,780,None
11/11/2022,xmdf21,staff2,3160,lumu70
11/11/2022,bnhh94,staff1,1000,None
12/11/2022,bnhh94,staff1,320,None
12/11/2022,wzfl77,supervisor,4240,uiqh99
12/11/2022,qxdm42,staff2,120,None
12/11/2022,qhti95,staff1,1640,None
12/11/2022,gtbn39,staff1,1900,None
12/11/2022,strx47,staff1,1730,None
12/11/2022,xmdf21,staff2,170,None
12/11/2022,rofb82,staff2,940,None
12/11/2022,qhti95,staff1,1730,None
12/11/2022,xmdf21,staff2,1800,None
12/11/2022,vfsx38,staff1,900,None
12/11/2022,vfsx38,staff1,1890,None
12/11/2022,uxjt59,supervisor,6740,qili19
12/11/2022,gtbn39,staff1,2730,gdgx75
12/11/2022,zwtr33,staff1,540,None
12/11/2022,zfvu73,supervisor,4360,sezj17
12/11/2022,hsyd53,staff1,3180,gdgx75
12/11/2022,bjyo51,staff1,2080,zfvu73
12/11/2022,gtbn39,staff1,2820,wzfl77
12/11/2022,efqu33,staff2,2470,dkhi21
12/11/2022,rofb82,staff2,20,None
12/11/2022,hsyd53,staff1,900,None
12/11/2022,wzfl77,supervisor,4680,rixd63
12/11/2022,strx47,staff1,190,None
12/11/2022,strx47,staff1,3250,lumu70
12/11/2022,ijfu90,staff1,1210,None
12/11/2022,gtbn39,staff1,3360,gdgx75
12/11/2022,qtez25,staff2,2050,wzfl77
12/11/2022,qxdm42,staff2,730,None
12/11/2022,xqmh50,staff2,3770,mpsc55
12/11/2022,gtbn39,staff1,1540,None
12/11/2022,xqmh50,staff2,220,None
12/11/2022,okbq74,staff2,3050,lumu70
12/11/2022,uxmh41,staff2,780,None
12/11/2022,hsyd53,staff1,1940,None
12/11/2022,okbq74,staff2,3940,gdgx75
12/11/2022,gxej23,staff2,1060,None
12/11/2022,efqu33,staff2,1800,None
12/11/2022,rofb82,staff2,2510,gdgx75
12/11/2022,mxxg13,staff2,3190,mpsc55
12/11/2022,qhti95,staff1,20,None
12/11/2022,bjyo51,staff1,2280,mpsc55
12/11/2022,rofb82,staff2,3020,mpsc55
12/11/2022,czmw12,staff2,2280,lumu70
12/11/2022,cpzx65,staff2,130,None
12/11/2022,mxxg13,staff2,70,None
12/11/2022,qhti95,staff1,1140,None
12/11/2022,dkhi21,supervisor,4810,rixd63
13/11/2022,mxxg13,staff2,1620,None
13/11/2022,uxmh41,staff2,3780,wzfl77
13/11/2022,cpzx65,staff2,1900,None
13/11/2022,okbq74,staff2,740,None
13/11/2022,qxdm42,staff2,2620,mpsc55
13/11/2022,uxjt59,supervisor,3325,qebl39
13/11/2022,uxmh41,staff2,3890,lumu70
13/11/2022,bnhh94,staff1,1580,None
13/11/2022,mpsc55,supervisor,4500,rixd63
13/11/2022,xqmh50,staff2,2390,wzfl77
13/11/2022,wslg61,staff1,1920,None
13/11/2022,vfsx38,staff1,1720,None
13/11/2022,mpsc55,supervisor,4260,yvyl18
13/11/2022,cpzx65,staff2,1470,None
13/11/2022,rofb82,staff2,2330,dkhi21
13/11/2022,efqu33,staff2,1090,None
13/11/2022,qxdm42,staff2,550,None
13/11/2022,cpzx65,staff2,1970,None
13/11/2022,vfsx38,staff1,90,None
13/11/2022,efqu33,staff2,570,None
13/11/2022,efqu33,staff2,2450,mpsc55
13/11/2022,okbq74,staff2,2160,wzfl77
13/11/2022,qtez25,staff2,1230,None
13/11/2022,mpsc55,supervisor,4160,gzfk26
13/11/2022,uxmh41,staff2,1940,None
13/11/2022,pedi80,staff1,950,None
13/11/2022,efqu33,staff2,2340,zfvu73
13/11/2022,cpzx65,staff2,1760,None
13/11/2022,ijfu90,staff1,360,None
13/11/2022,wslg61,staff1,1270,None
13/11/2022,zfvu73,supervisor,4950,sezj17
13/11/2022,bnhh94,staff1,700,None
13/11/2022,qhti95,staff1,1620,None
13/11/2022,qxdm42,staff2,2870,wzfl77
13/11/2022,qhti95,staff1,2080,dkhi21
13/11/2022,uxmh41,staff2,270,None
13/11/2022,jref66,staff1,2460,lumu70
13/11/2022,jref66,staff1,2710,lumu70
13/11/2022,bnhh94,staff1,1890,None
13/11/2022,bnhh94,staff1,1910,None
13/11/2022,ijfu90,staff1,50,None
13/11/2022,qtez25,staff2,1670,None
13/11/2022,rofb82,staff2,2930,gdgx75
13/11/2022,uxmh41,staff2,810,None
13/11/2022,wslg61,staff1,80,None
13/11/2022,mpbs19,staff1,1810,None
13/11/2022,hsyd53,staff1,2830,gdgx75
13/11/2022,dkhi21,supervisor,4300,uiqh99
13/11/2022,rofb82,staff2,2300,wzfl77
13/11/2022,wzfl77,supervisor,4830,rixd63
13/11/2022,ijfu90,staff1,3620,gdgx75
13/11/2022,mpbs19,staff1,220,None
13/11/2022,mxxg13,staff2,780,None
13/11/2022,mpsc55,supervisor,5310,gzfk26
13/11/2022,strx47,staff1,1670,None
13/11/2022,dkhi21,supervisor,5750,rixd63
13/11/2022,czmw12,staff2,2480,lumu70
13/11/2022,qxdm42,staff2,60,None
13/11/2022,czmw12,staff2,2050,wzfl77
14/11/2022,qtez25,staff2,2470,mpsc55
14/11/2022,xmdf21,staff2,1580,None
14/11/2022,xqmh50,staff2,2420,wzfl77
14/11/2022,cpzx65,staff2,170,None
14/11/2022,gxej23,staff2,940,None
14/11/2022,gdgx75,supervisor,5970,sezj17
14/11/2022,gdgx75,supervisor,5890,rixd63
14/11/2022,pedi80,staff1,690,None
14/11/2022,wzfl77,supervisor,4820,yvyl18
14/11/2022,wzfl77,supervisor,5630,hxmk48
14/11/2022,qhti95,staff1,2230,zfvu73
14/11/2022,gxej23,staff2,2620,gdgx75
14/11/2022,qtez25,staff2,1620,None
14/11/2022,wslg61,staff1,2970,lumu70
14/11/2022,qhti95,staff1,1790,None
14/11/2022,zfvu73,supervisor,4010,gzfk26
14/11/2022,wzfl77,supervisor,4150,dvgc74
14/11/2022,zwtr33,staff1,1150,None
14/11/2022,mxxg13,staff2,2960,lumu70
14/11/2022,qtez25,staff2,980,None
14/11/2022,vfsx38,staff1,400,None
14/11/2022,qhti95,staff1,340,None
14/11/2022,wslg61,staff1,2570,mpsc55
14/11/2022,cpzx65,staff2,2180,lumu70
14/11/2022,strx47,staff1,3090,lumu70
14/11/2022,efqu33,staff2,2410,gdgx75
14/11/2022,pedi80,staff1,800,None
14/11/2022,bnhh94,staff1,2400,mpsc55
14/11/2022,uxmh41,staff2,490,None
14/11/2022,wslg61,staff1,3340,dkhi21
14/11/2022,uxmh41,staff2,2580,mpsc55
14/11/2022,pedi80,staff1,1220,None
14/11/2022,gtbn39,staff1,2590,mpsc55
14/11/2022,dkhi21,supervisor,5520,rixd63
14/11/2022,qhti95,staff1,3650,gdgx75
14/11/2022,jref66,staff1,900,None
14/11/2022,czmw12,staff2,2650,dkhi21
14/11/2022,wslg61,staff1,3430,zfvu73
14/11/2022,strx47,staff1,1400,None
14/11/2022,cpzx65,staff2,1840,None
14/11/2022,gdgx75,supervisor,5650,uiqh99
14/11/2022,bnhh94,staff1,820,None
14/11/2022,hsyd53,staff1,3550,mpsc55
14/11/2022,pedi80,staff1,3090,lumu70
14/11/2022,mxxg13,staff2,2290,mpsc55
14/11/2022,czmw12,staff2,1190,None
14/11/2022,xqmh50,staff2,270,None
14/11/2022,uxmh41,staff2,550,None
14/11/2022,czmw12,staff2,1280,None
14/11/2022,mxxg13,staff2,2590,dkhi21
14/11/2022,gtbn39,staff1,430,None
14/11/2022,bnhh94,staff1,1790,None
14/11/2022,bjyo51,staff1,3610,lumu70
14/11/2022,oils61,supervisor,5665,qili19
14/11/2022,qxdm42,staff2,2730,zfvu73
14/11/2022,dkhi21,supervisor,5920,yvyl18
14/11/2022,qhti95,staff1,2630,mpsc55
15/11/2022,pedi80,staff1,2970,gdgx75
15/11/2022,gtbn39,staff1,2210,mpsc55
15/11/2022,gxej23,staff2,3120,wzfl77
15/11/2022,jref66,staff1,2060,dkhi21
15/11/2022,mxxg13,staff2,1090,None
15/11/2022,gtbn39,staff1,3960,wzfl77
15/11/2022,mpbs19,staff1,190,None
15/11/2022,strx47,staff1,1580,None
15/11/2022,qxdm42,staff2,1780,None
15/11/2022,pedi80,staff1,2950,lumu70
15/11/2022,mpbs19,staff1,2980,gdgx75
15/11/2022,lumu70,supervisor,4580,uiqh99
15/11/2022,qhti95,staff1,530,None
15/11/2022,strx47,staff1,3750,lumu70
15/11/2022,qtez25,staff2,830,None
15/11/2022,wslg61,staff1,3890,lumu70
15/11/2022,qtez25,staff2,1520,None
15/11/2022,qhti95,staff1,1770,None
15/11/2022,strx47,staff1,180,None
15/11/2022,vfsx38,staff1,110,None
15/11/2022,zfvu73,supervisor,4670,hxmk48
15/11/2022,gdgx75,supervisor,4400,cicu11
15/11/2022,gtbn39,staff1,3940,zfvu73
15/11/2022,xmdf21,staff2,1990,None
15/11/2022,qxdm42,staff2,3750,lumu70
15/11/2022,mxxg13,staff2,2390,lumu70
15/11/2022,zfvu73,supervisor,5890,gzfk26
15/11/2022,hsyd53,staff1,2590,mpsc55
15/11/2022,vfsx38,staff1,2060,wzfl77
15/11/2022,xmdf21,staff2,2560,wzfl77
15/11/2022,gtbn39,staff1,810,None
15/11/2022,gdgx75,supervisor,5090,sezj17
15/11/2022,gdgx75,supervisor,5690,dvgc74
15/11/2022,uxmh41,staff2,160,None
15/11/2022,mxxg13,staff2,1690,None
15/11/2022,uxmh41,staff2,1730,None
15/11/2022,wslg61,staff1,590,None
15/11/2022,zfvu73,supervisor,6060,yvyl18
15/11/2022,rofb82,staff2,1140,None
15/11/2022,bjyo51,staff1,2210,wzfl77
15/11/2022,strx47,staff1,1410,None
15/11/2022,rofb82,staff2,760,None
15/11/2022,okbq74,staff2,2960,zfvu73
15/11/2022,wzfl77,supervisor,5910,gzfk26
15/11/2022,mpsc55,supervisor,4690,cicu11
15/11/2022,czmw12,staff2,1160,None
15/11/2022,mpbs19,staff1,3780,wzfl77
15/11/2022,pedi80,staff1,1740,None
15/11/2022,gtbn39,staff1,1120,None
15/11/2022,wzfl77,supervisor,4920,rixd63
15/11/2022,mpbs19,staff1,1370,None
16/11/2022,bjyo51,staff1,900,None
16/11/2022,qxdm42,staff2,140,None
16/11/2022,gxej23,staff2,540,None
16/11/2022,bjyo51,staff1,2350,wzfl77
16/11/2022,bnhh94,staff1,1300,None
16/11/2022,zwtr33,staff1,400,None
16/11/2022,czmw12,staff2,90,None
16/11/2022,vfsx38,staff1,1270,None
16/11/2022,lumu70,supervisor,5430,hxmk48
16/11/2022,rofb82,staff2,3680,dkhi21
16/11/2022,pedi80,staff1,2830,wzfl77
16/11/2022,wslg61,staff1,780,None
16/11/2022,xqmh50,staff2,2430,zfvu73
16/11/2022,gxej23,staff2,1030,None
16/11/2022,xqmh50,staff2,2130,lumu70
16/11/2022,bjyo51,staff1,420,None
16/11/2022,okbq74,staff2,1490,None
16/11/2022,jref66,staff1,1320,None
16/11/2022,lumu70,supervisor,4360,yvyl18
16/11/2022,qtez25,staff2,700,None
16/11/2022,jref66,staff1,1880,None
16/11/2022,pedi80,staff1,3010,wzfl77
16/11/2022,mxxg13,staff2,270,None
16/11/2022,vfsx38,staff1,1990,None
16/11/2022,uxmh41,staff2,1720,None
16/11/2022,bjyo51,staff1,750,None
16/11/2022,uxmh41,staff2,980,None
16/11/2022,bnhh94,staff1,2470,wzfl77
16/11/2022,rofb82,staff2,1280,None
16/11/2022,qhti95,staff1,270,None
16/11/2022,qhti95,staff1,670,None
16/11/2022,gxej23,staff2,1430,None
16/11/2022,qxdm42,staff2,1330,None
16/11/2022,gdgx75,supervisor,5320,yvyl18
16/11/2022,okbq74,staff2,3000,gdgx75
16/11/2022,mxxg13,staff2,2090,gdgx75
16/11/2022,zfvu73,supervisor,5900,yvyl18
16/11/2022,strx47,staff1,440,None
16/11/2022,zwtr33,staff1,580,None
16/11/2022,cpzx65,staff2,460,None
16/11/2022,gtbn39,staff1,1160,None
16/11/2022,lumu70,supervisor,4670,yvyl18
16/11/2022,ijfu90,staff1,1350,None
16/11/2022,qhti95,staff1,70,None
16/11/2022,ijfu90,staff1,1890,None
16/11/2022,pedi80,staff1,1400,None
16/11/2022,gdgx75,supervisor,4470,dvgc74
17/11/2022,xqmh50,staff2,2370,wzfl77
17/11/2022,gdgx75,supervisor,4910,hxmk48
17/11/2022,xmdf21,staff2,3410,gdgx75
17/11/2022,wzfl77,supervisor,5550,sezj17
17/11/2022,xqmh50,staff2,1740,None
17/11/2022,czmw12,staff2,2470,lumu70
17/11/2022,xqmh50,staff2,2630,mpsc55
17/11/2022,zwtr33,staff1,840,None
17/11/2022,jref66,staff1,600,None
17/11/2022,gxej23,staff2,3130,zfvu73
17/11/2022,pedi80,staff1,1190,None
17/11/2022,gxej23,staff2,480,None
17/11/2022,xmdf21,staff2,3580,wzfl77
17/11/2022,pedi80,staff1,1720,None
17/11/2022,gdgx75,supervisor,4330,gzfk26
17/11/2022,vfsx38,staff1,2350,dkhi21
17/11/2022,gtbn39,staff1,320,None
17/11/2022,wslg61,staff1,1570,None
17/11/2022,bjyo51,staff1,390,None
17/11/2022,cpzx65,staff2,1720,None
17/11/2022,czmw12,staff2,2420,zfvu73
17/11/2022,hsyd53,staff1,3110,wzfl77
17/11/2022,vfsx38,staff1,1060,None
17/11/2022,mxxg13,staff2,500,None
17/11/2022,bjyo51,staff1,700,None
17/11/2022,qxdm42,staff2,2060,lumu70
17/11/2022,dkhi21,supervisor,5110,uiqh99
17/11/2022,strx47,staff1,1370,None
17/11/2022,hsyd53,staff1,140,None
17/11/2022,hsyd53,staff1,3020,dkhi21
17/11/2022,pedi80,staff1,1970,None
17/11/2022,gtbn39,staff1,3920,mpsc55
17/11/2022,mxxg13,staff2,2400,zfvu73
17/11/2022,vfsx38,staff1,2450,wzfl77
17/11/2022,gxej23,staff2,1620,None
17/11/2022,ijfu90,staff1,3120,mpsc55
17/11/2022,okbq74,staff2,3590,wzfl77
17/11/2022,rofb82,staff2,1940,None
17/11/2022,gtbn39,staff1,1370,None
17/11/2022,jref66,staff1,2600,mpsc55
17/11/2022,okbq74,staff2,1830,None
17/11/2022,zwtr33,staff1,710,None
17/11/2022,xqmh50,staff2,2500,gdgx75
17/11/2022,xqmh50,staff2,300,None
17/11/2022,strx47,staff1,1770,None
17/11/2022,hsyd53,staff1,440,None
17/11/2022,qtez25,staff2,1270,None
17/11/2022,mpsc55,supervisor,5480,uiqh99
17/11/2022,qtez25,staff2,1500,None
17/11/2022,okbq74,staff2,1870,None
17/11/2022,vfsx38,staff1,340,None
17/11/2022,bnhh94,staff1,1800,None
17/11/2022,gxej23,staff2,590,None
17/11/2022,jref66,staff1,70,None
17/11/2022,zwtr33,staff1,1330,None
17/11/2022,cpzx65,staff2,830,None
17/11/2022,qxdm42,staff2,280,None
17/11/2022,mxxg13,staff2,910,None
18/11/2022,vfsx38,staff1,3080,zfvu73
18/11/2022,rofb82,staff2,1320,None
18/11/2022,gdgx75,supervisor,5650,yvyl18
18/11/2022,hsyd53,staff1,3080,dkhi21
18/11/2022,gtbn39,staff1,3940,lumu70
18/11/2022,gtbn39,staff1,1540,None
18/11/2022,lumu70,supervisor,5310,uiqh99
18/11/2022,gxej23,staff2,160,None
18/11/2022,pedi80,staff1,1100,None
18/11/2022,zwtr33,staff1,1960,None
18/11/2022,efqu33,staff2,810,None
18/11/2022,qtez25,staff2,1790,None
18/11/2022,qxdm42,staff2,2430,dkhi21
18/11/2022,xmdf21,staff2,200,None
18/11/2022,zwtr33,staff1,470,None
18/11/2022,gtbn39,staff1,530,None
18/11/2022,lumu70,supervisor,5320,dvgc74
18/11/2022,jref66,staff1,2870,zfvu73
18/11/2022,dkhi21,supervisor,4900,hxmk48
18/11/2022,uxmh41,staff2,170,None
18/11/2022,rofb82,staff2,600,None
18/11/2022,gtbn39,staff1,980,None
18/11/2022,czmw12,staff2,3080,wzfl77
18/11/2022,qhti95,staff1,3350,dkhi21
18/11/2022,hsyd53,staff1,200,None
18/11/2022,bnhh94,staff1,2660,gdgx75
18/11/2022,uxmh41,staff2,3470,zfvu73
18/11/2022,rofb82,staff2,370,None
18/11/2022,gtbn39,staff1,430,None
18/11/2022,xmdf21,staff2,560,None
18/11/2022,hsyd53,staff1,1670,None
18/11/2022,zwtr33,staff1,610,None
18/11/2022,hsyd53,staff1,2560,wzfl77
18/11/2022,lumu70,supervisor,4110,uiqh99
18/11/2022,gtbn39,staff1,1170,None
18/11/2022,pedi80,staff1,1840,None
18/11/2022,qhti95,staff1,350,None
18/11/2022,bnhh94,staff1,2960,gdgx75
18/11/2022,qhti95,staff1,1810,None
18/11/2022,wzfl77,supervisor,4240,uiqh99
18/11/2022,zwtr33,staff1,400,None
18/11/2022,okbq74,staff2,3490,mpsc55
18/11/2022,gxej23,staff2,1740,None
18/11/2022,czmw12,staff2,1740,None
18/11/2022,strx47,staff1,1280,None
18/11/2022,efqu33,staff2,890,None
18/11/2022,wzfl77,supervisor,4590,rixd63
18/11/2022,gdgx75,supervisor,4860,yvyl18
18/11/2022,mpsc55,supervisor,4960,cicu11
18/11/2022,qhti95,staff1,260,None
19/11/2022,zfvu73,supervisor,5430,hxmk48
19/11/2022,hsyd53,staff1,170,None
19/11/2022,xqmh50,staff2,2480,lumu70
19/11/2022,mxxg13,staff2,1260,None
19/11/2022,qhti95,staff1,1140,None
19/11/2022,xqmh50,staff2,2200,mpsc55
19/11/2022,wzfl77,supervisor,5720,cicu11
19/11/2022,qhti95,staff1,760,None
19/11/2022,pedi80,staff1,210,None
19/11/2022,okbq74,staff2,110,None
19/11/2022,dkhi21,supervisor,5720,dvgc74
19/11/2022,wzfl77,supervisor,4540,uiqh99
19/11/2022,cpzx65,staff2,910,None
19/11/2022,wslg61,staff1,1260,None
19/11/2022,zfvu73,supervisor,5460,uiqh99
19/11/2022,okbq74,staff2,1680,None
19/11/2022,qxdm42,staff2,430,None
19/11/2022,wzfl77,supervisor,4310,cicu11
19/11/2022,zwtr33,staff1,1190,None
19/11/2022,uxmh41,staff2,460,None
19/11/2022,qxdm42,staff2,1740,None
19/11/2022,mpsc55,supervisor,4130,yvyl18
19/11/2022,qhti95,staff1,810,None
19/11/2022,pedi80,staff1,1250,None
19/11/2022,ijfu90,staff1,2180,mpsc55
19/11/2022,zwtr33,staff1,240,None
19/11/2022,zfvu73,supervisor,4140,dvgc74
19/11/2022,qtez25,staff2,370,None
19/11/2022,pedi80,staff1,3060,dkhi21
19/11/2022,mxxg13,staff2,2950,zfvu73
19/11/2022,bnhh94,staff1,810,None
19/11/2022,qxdm42,staff2,1240,None
19/11/2022,rofb82,staff2,2330,mpsc55
19/11/2022,cpzx65,staff2,1960,None
19/11/2022,qtez25,staff2,3400,lumu70
19/11/2022,vfsx38,staff1,1310,None
19/11/2022,gxej23,staff2,2490,wzfl77
19/11/2022,hsyd53,staff1,3430,gdgx75
19/11/2022,wslg61,staff1,1490,None
19/11/2022,czmw12,staff2,620,None
19/11/2022,okbq74,staff2,1500,None
19/11/2022,czmw12,staff2,1790,None
19/11/2022,gtbn39,staff1,2270,zfvu73
19/11/2022,qxdm42,staff2,3410,gdgx75
20/11/2022,vfsx38,staff1,1220,None
20/11/2022,lumu70,supervisor,4460,hxmk48
20/11/2022,bjyo51,staff1,2980,lumu70
20/11/2022,qhti95,staff1,2810,zfvu73
20/11/2022,ijfu90,staff1,2400,mpsc55
20/11/2022,lumu70,supervisor,4620,sezj17
20/11/2022,bjyo51,staff1,1480,None
20/11/2022,jref66,staff1,1360,None
20/11/2022,okbq74,staff2,420,None
20/11/2022,wslg61,staff1,2680,wzfl77
20/11/2022,qxdm42,staff2,2000,dkhi21
20/11/2022,uxmh41,staff2,2140,gdgx75
20/11/2022,ijfu90,staff1,190,None
20/11/2022,zwtr33,staff1,2850,lumu70
20/11/2022,rofb82,staff2,1180,None
20/11/2022,jref66,staff1,1690,None
20/11/2022,uxmh41,staff2,680,None
20/11/2022,wslg61,staff1,1630,None
20/11/2022,gtbn39,staff1,1150,None
20/11/2022,cpzx65,staff2,2490,wzfl77
20/11/2022,hsyd53,staff1,840,None
20/11/2022,gtbn39,staff1,1920,None
20/11/2022,okbq74,staff2,2330,lumu70
20/11/2022,oils61,supervisor,5065,xcut84
20/11/2022,czmw12,staff2,850,None
20/11/2022,mpsc55,supervisor,4780,uiqh99
20/11/2022,wslg61,staff1,1740,None
20/11/2022,strx47,staff1,2300,zfvu73
20/11/2022,mpsc55,supervisor,4210,sezj17
20/11/2022,czmw12,staff2,2800,mpsc55
20/11/2022,vfsx38,staff1,2710,lumu70
20/11/2022,xmdf21,staff2,1440,None
20/11/2022,gtbn39,staff1,130,None
20/11/2022,hsyd53,staff1,2840,gdgx75
20/11/2022,okbq74,staff2,1960,None
20/11/2022,qxdm42,staff2,1840,None
20/11/2022,xmdf21,staff2,1190,None
20/11/2022,wslg61,staff1,1480,None
20/11/2022,okbq74,staff2,3570,zfvu73
20/11/2022,jref66,staff1,820,None
20/11/2022,okbq74,staff2,2330,mpsc55
20/11/2022,zwtr33,staff1,3220,gdgx75
20/11/2022,lumu70,supervisor,4110,uiqh99
20/11/2022,pedi80,staff1,330,None
20/11/2022,uxmh41,staff2,1200,None
20/11/2022,xmdf21,staff2,190,None
20/11/2022,wslg61,staff1,2340,zfvu73
20/11/2022,mpbs19,staff1,2310,lumu70
20/11/2022,jref66,staff1,1600,None
20/11/2022,rofb82,staff2,630,None
20/11/2022,ouqd32,supervisor,5495,fxyj92
20/11/2022,gdgx75,supervisor,4450,yvyl18
